Country or territory of asylum or residence,Country or territory of origin,Year,Refugees*,Refugees assisted by UNHCR,Total refugees and people in refugee-like situations**,Total refugees and people in refugee-like situations assisted by UNHCR,Total Administrative Cost for Host Country
Germany,Montenegro,2021,223,0,223,0,4460000
Germany,Morocco,2021,861,0,861,0,17220000
Germany,Mozambique,2021,13,0,13,0,260000
Germany,Myanmar,2021,862,0,862,0,17240000
Germany,Nepal,2021,60,0,60,0,1200000
Germany,Netherlands,2021,31,0,31,0,620000
Germany,New Zealand,2021,8,0,8,0,160000
Germany,Nicaragua,2021,5,0,5,0,100000
Germany,Niger,2021,61,0,61,0,1220000
Germany,Nigeria,2021,9323,0,9323,0,186460000
Germany,North Macedonia,2021,628,0,628,0,12560000
Germany,Oman,2021,8,0,8,0,160000
Germany,Pakistan,2021,8600,0,8600,0,172000000
Germany,Paraguay,2021,5,0,5,0,100000
Germany,Peru,2021,32,0,32,0,640000
Germany,Philippines,2021,42,0,42,0,840000
Germany,Poland,2021,584,0,584,0,11680000
Germany,Portugal,2021,7,0,7,0,140000
Germany,Qatar,2021,5,0,5,0,100000
Germany,Rep. of Korea,2021,26,0,26,0,520000
Germany,Rep. of Moldova,2021,123,0,123,0,2460000
Germany,Romania,2021,131,0,131,0,2620000
Germany,Russian Federation,2021,9329,0,9329,0,186580000
Germany,Rwanda,2021,315,0,315,0,6300000
Germany,Saint Vincent and the Grenadines,2021,5,0,5,0,100000
Germany,Saudi Arabia,2021,183,0,183,0,3660000
Germany,Senegal,2021,204,0,204,0,4080000
Germany,Serbia and Kosovo: S/RES/1244 (1999),2021,7503,0,7503,0,150060000
Germany,Sierra Leone,2021,801,0,801,0,16020000
Germany,Singapore,2021,7,0,7,0,140000
Germany,Slovakia,2021,74,0,74,0,1480000
Germany,Slovenia,2021,6,0,6,0,120000
Germany,Solomon Islands,2021,6,0,6,0,120000
Germany,Somalia,2021,29137,0,29137,0,582740000
Germany,South Africa,2021,22,0,22,0,440000
Germany,South Sudan,2021,108,0,108,0,2160000
Germany,Spain,2021,20,0,20,0,400000
Germany,Sri Lanka,2021,3617,0,3617,0,72340000
Germany,State of Palestine,2021,2043,0,2043,0,40860000
Germany,Stateless,2021,11255,0,11255,0,225100000
Germany,Sudan,2021,2942,0,2942,0,58840000
Germany,Sweden,2021,7,0,7,0,140000
Germany,Syrian Arab Rep.,2021,616325,0,616325,0,12326500000
Germany,Tajikistan,2021,1102,0,1102,0,22040000
Germany,Thailand,2021,25,0,25,0,500000
Germany,Togo,2021,988,0,988,0,19760000
Germany,Trinidad and Tobago,2021,7,0,7,0,140000
Germany,Tunisia,2021,252,0,252,0,5040000
Germany,Turkey,2021,34465,0,34465,0,689300000
Germany,Turkmenistan,2021,93,0,93,0,1860000
Germany,Uganda,2021,233,0,233,0,4660000
Germany,Ukraine,2021,900,0,900,0,18000000
Germany,United Arab Emirates,2021,38,0,38,0,760000
Germany,United Kingdom,2021,19,0,19,0,380000
Germany,United Rep. of Tanzania,2021,69,0,69,0,1380000
Germany,United States of America,2021,125,0,125,0,2500000
Germany,Unknown/other,2021,36050,0,36050,0,721000000
Germany,Uzbekistan,2021,150,0,150,0,3000000
Germany,Venezuela (Bolivarian Republic of),2021,965,0,965,0,19300000
Germany,Viet Nam,2021,1110,0,1110,0,22200000
Germany,Yemen,2021,3200,0,3200,0,64000000
Germany,Zambia,2021,5,0,5,0,100000
Germany,Zimbabwe,2021,301,0,301,0,6020000
Ghana,Benin,2021,7,7,7,7,140000
Ghana,Burundi,2021,14,14,14,14,280000
Ghana,Cameroon,2021,263,263,263,263,5260000
Ghana,Central African Rep.,2021,149,149,149,149,2980000
Ghana,Chad,2021,34,34,34,34,680000
Ghana,"Congo, Republic of",2021,7,7,7,7,140000
Ghana,Côte d'Ivoire,2021,6398,6398,6398,6398,127960000
Ghana,Dem. Rep. of the Congo,2021,59,59,59,59,1180000
Ghana,Eritrea,2021,101,101,101,101,2020000
Ghana,Ethiopia,2021,8,8,8,8,160000
Ghana,Iraq,2021,12,12,12,12,240000
Ghana,Lebanon,2021,8,8,8,8,160000
Ghana,Liberia,2021,681,681,681,681,13620000
Ghana,Libya,2021,7,7,7,7,140000
Ghana,Nigeria,2021,9,9,9,9,180000
Ghana,Pakistan,2021,60,60,60,60,1200000
Ghana,Rwanda,2021,31,31,31,31,620000
Ghana,Sierra Leone,2021,88,88,88,88,1760000
Ghana,Somalia,2021,68,68,68,68,1360000
Ghana,South Sudan,2021,7,7,7,7,140000
Ghana,State of Palestine,2021,18,18,18,18,360000
Ghana,Sudan,2021,582,582,582,582,11640000
Ghana,Syrian Arab Rep.,2021,229,229,229,229,4580000
Ghana,Togo,2021,3466,3466,3466,3466,69320000
Ghana,Turkey,2021,52,52,52,52,1040000
Ghana,Uganda,2021,10,10,10,10,200000
Ghana,Uzbekistan,2021,9,9,9,9,180000
Ghana,Yemen,2021,11,11,11,11,220000
Liechtenstein,Afghanistan,2021,5,0,5,0,100000
Greece,Albania,2021,177,0,177,0,3540000
Greece,Algeria,2021,121,0,121,0,2420000
Greece,Angola,2021,15,0,15,0,300000
Greece,Armenia,2021,12,0,12,0,240000
Greece,Azerbaijan,2021,5,0,5,0,100000
Greece,Bangladesh,2021,325,0,325,0,6500000
Greece,Belarus,2021,5,0,5,0,100000
Greece,Burkina Faso,2021,38,0,38,0,760000
Greece,Burundi,2021,65,0,65,0,1300000
Greece,Cameroon,2021,820,0,820,0,16400000
Greece,Central African Rep.,2021,17,0,17,0,340000
Greece,Chad,2021,9,0,9,0,180000
Greece,China,2021,114,0,114,0,2280000
Greece,Comoros,2021,7,0,7,0,140000
Greece,"Congo, Republic of",2021,159,0,159,0,3180000
Greece,Côte d'Ivoire,2021,98,0,98,0,1960000
Greece,Dem. Rep. of the Congo,2021,1733,0,1733,0,34660000
Greece,Djibouti,2021,10,0,10,0,200000
Greece,Dominican Rep.,2021,10,0,10,0,200000
Greece,Egypt,2021,406,0,406,0,8120000
Greece,El Salvador,2021,12,0,12,0,240000
Greece,Equatorial Guinea,2021,5,0,5,0,100000
Greece,Eritrea,2021,1284,0,1284,0,25680000
Greece,Ethiopia,2021,495,0,495,0,9900000
Greece,Gabon,2021,5,0,5,0,100000
Greece,Gambia,2021,75,0,75,0,1500000
Greece,Georgia,2021,266,0,266,0,5320000
Greece,Ghana,2021,84,0,84,0,1680000
Greece,Guinea,2021,176,0,176,0,3520000
Greece,Haiti,2021,30,0,30,0,600000
Greece,India,2021,39,0,39,0,780000
Greece,Indonesia,2021,14,0,14,0,280000
Greece,Iran (Islamic Rep. of),2021,2700,0,2700,0,54000000
Greece,Iraq,2021,12657,0,12657,0,253140000
Greece,Jordan,2021,43,0,43,0,860000
Greece,Kazakhstan,2021,5,0,5,0,100000
Greece,Kenya,2021,30,0,30,0,600000
Greece,Kuwait,2021,135,0,135,0,2700000
Greece,Lebanon,2021,79,0,79,0,1580000
Greece,Liberia,2021,5,0,5,0,100000
Greece,Libya,2021,64,0,64,0,1280000
Greece,Mali,2021,119,0,119,0,2380000
Greece,Mauritania,2021,66,0,66,0,1320000
Greece,Morocco,2021,213,0,213,0,4260000
Greece,Myanmar,2021,96,0,96,0,1920000
Greece,Nepal,2021,24,0,24,0,480000
Greece,Niger,2021,18,0,18,0,360000
Greece,Nigeria,2021,354,0,354,0,7080000
Greece,Pakistan,2021,1218,0,1218,0,24360000
Greece,Philippines,2021,7,0,7,0,140000
Greece,Rep. of Moldova,2021,13,0,13,0,260000
Greece,Russian Federation,2021,21,0,21,0,420000
Greece,Rwanda,2021,10,0,10,0,200000
Greece,Saudi Arabia,2021,8,0,8,0,160000
Greece,Senegal,2021,61,0,61,0,1220000
Greece,Serbia and Kosovo: S/RES/1244 (1999),2021,23,0,23,0,460000
Greece,Sierra Leone,2021,157,0,157,0,3140000
Greece,Somalia,2021,3866,0,3866,0,77320000
Greece,South Sudan,2021,48,0,48,0,960000
Greece,Sri Lanka,2021,54,0,54,0,1080000
Greece,State of Palestine,2021,5002,0,5002,0,100040000
Greece,Stateless,2021,744,0,744,0,14880000
Greece,Sudan,2021,531,0,531,0,10620000
Greece,Syrian Arab Rep.,2021,38496,0,38496,0,769920000
Greece,Tajikistan,2021,5,0,5,0,100000
Greece,Togo,2021,77,0,77,0,1540000
Greece,Tunisia,2021,25,0,25,0,500000
Greece,Turkey,2021,994,0,994,0,19880000
Greece,Turkmenistan,2021,7,0,7,0,140000
Greece,Uganda,2021,65,0,65,0,1300000
Greece,Ukraine,2021,161,0,161,0,3220000
Greece,United Rep. of Tanzania,2021,13,0,13,0,260000
Greece,Unknown/other,2021,11056,0,11056,0,221120000
Greece,Uzbekistan,2021,14,0,14,0,280000
Greece,Venezuela (Bolivarian Republic of),2021,14,0,14,0,280000
Greece,Viet Nam,2021,5,0,5,0,100000
Greece,Western Sahara,2021,10,0,10,0,200000
Greece,Yemen,2021,877,0,877,0,17540000
Greece,Zimbabwe,2021,13,0,13,0,260000
Guatemala,Colombia,2021,10,10,10,10,200000
Guatemala,Cuba,2021,8,8,8,8,160000
Guatemala,El Salvador,2021,271,271,271,271,5420000
Guatemala,Honduras,2021,72,72,72,72,1440000
Guatemala,Nicaragua,2021,69,69,69,69,1380000
Guatemala,Russian Federation,2021,5,5,5,5,100000
Guatemala,Venezuela (Bolivarian Republic of),2021,36,36,36,36,720000
Guinea,Burundi,2021,6,0,6,0,120000
Guinea,Cameroon,2021,5,0,5,0,100000
Guinea,Central African Rep.,2021,33,0,33,0,660000
Guinea,"Congo, Republic of",2021,5,0,5,0,100000
Guinea,Côte d'Ivoire,2021,4116,29,4116,29,82320000
Guinea,Dem. Rep. of the Congo,2021,42,0,42,0,840000
Guinea,Eritrea,2021,9,0,9,0,180000
Guinea,Gambia,2021,5,0,5,0,100000
Guinea,Liberia,2021,297,0,297,0,5940000
Guinea,Mali,2021,7,0,7,0,140000
Guinea,Nigeria,2021,10,0,10,0,200000
Guinea,Rwanda,2021,9,0,9,0,180000
Guinea,Sierra Leone,2021,1661,0,1661,0,33220000
Guinea,Somalia,2021,6,0,6,0,120000
Guinea,Sri Lanka,2021,9,0,9,0,180000
Guinea,Syrian Arab Rep.,2021,12,0,12,0,240000
Guinea,Togo,2021,7,0,7,0,140000
Guinea-Bissau,Burundi,2021,5,5,5,5,100000
Guinea-Bissau,Côte d'Ivoire,2021,6,6,6,6,120000
Guinea-Bissau,Liberia,2021,7,7,7,7,140000
Guinea-Bissau,Senegal,2021,1818,1818,1818,1818,36360000
Guinea-Bissau,Sierra Leone,2021,10,10,10,10,200000
Guyana,Cuba,2021,18,0,18,0,360000
Guyana,Pakistan,2021,5,0,5,0,100000
Honduras,El Salvador,2021,22,0,22,0,440000
Honduras,Nicaragua,2021,94,54,94,54,1880000
Honduras,Venezuela (Bolivarian Republic of),2021,8,0,8,0,160000
Lithuania,Afghanistan,2021,230,0,230,0,4600000
Hungary,Albania,2021,5,0,5,0,100000
Hungary,Algeria,2021,14,0,14,0,280000
Hungary,Angola,2021,5,0,5,0,100000
Hungary,Armenia,2021,39,0,39,0,780000
Hungary,Azerbaijan,2021,13,0,13,0,260000
Hungary,Bangladesh,2021,11,0,11,0,220000
Hungary,Cameroon,2021,41,0,41,0,820000
Hungary,China,2021,5,0,5,0,100000
Hungary,"Congo, Republic of",2021,13,0,13,0,260000
Hungary,Côte d'Ivoire,2021,15,0,15,0,300000
Hungary,Cuba,2021,76,0,76,0,1520000
Hungary,Dem. Rep. of the Congo,2021,24,0,24,0,480000
Hungary,Egypt,2021,11,0,11,0,220000
Hungary,Eritrea,2021,47,0,47,0,940000
Hungary,Ethiopia,2021,39,0,39,0,780000
Hungary,Georgia,2021,59,0,59,0,1180000
Hungary,Ghana,2021,5,0,5,0,100000
Hungary,Guinea,2021,5,0,5,0,100000
Hungary,Iran (Islamic Rep. of),2021,187,0,187,0,3740000
Hungary,Iraq,2021,612,0,612,0,12240000
Hungary,Lebanon,2021,5,0,5,0,100000
Hungary,Libya,2021,7,0,7,0,140000
Hungary,Nepal,2021,11,0,11,0,220000
Hungary,Nigeria,2021,50,0,50,0,1000000
Hungary,Pakistan,2021,95,0,95,0,1900000
Hungary,Rep. of Moldova,2021,5,0,5,0,100000
Hungary,Russian Federation,2021,36,0,36,0,720000
Hungary,Serbia and Kosovo: S/RES/1244 (1999),2021,46,0,46,0,920000
Hungary,Sierra Leone,2021,5,0,5,0,100000
Hungary,Somalia,2021,610,0,610,0,12200000
Hungary,Sri Lanka,2021,11,0,11,0,220000
Hungary,State of Palestine,2021,88,0,88,0,1760000
Hungary,Stateless,2021,66,0,66,0,1320000
Hungary,Sudan,2021,65,0,65,0,1300000
Hungary,Syrian Arab Rep.,2021,896,0,896,0,17920000
Hungary,Tunisia,2021,8,0,8,0,160000
Hungary,Turkey,2021,33,0,33,0,660000
Hungary,Uganda,2021,7,0,7,0,140000
Hungary,Ukraine,2021,14,0,14,0,280000
Hungary,Unknown/other,2021,944,305,944,305,18880000
Hungary,Uzbekistan,2021,6,0,6,0,120000
Hungary,Yemen,2021,16,0,16,0,320000
Hungary,Zimbabwe,2021,5,0,5,0,100000
Luxembourg,Afghanistan,2021,317,0,317,0,6340000
Iceland,Albania,2021,5,0,5,0,100000
Iceland,Azerbaijan,2021,5,0,5,0,100000
Iceland,Bangladesh,2021,5,0,5,0,100000
Iceland,Cameroon,2021,5,0,5,0,100000
Iceland,Chad,2021,5,0,5,0,100000
Iceland,China,2021,5,0,5,0,100000
Iceland,Côte d'Ivoire,2021,5,0,5,0,100000
Iceland,Dem. Rep. of the Congo,2021,5,0,5,0,100000
Iceland,Egypt,2021,10,0,10,0,200000
Iceland,El Salvador,2021,18,0,18,0,360000
Iceland,Eritrea,2021,9,0,9,0,180000
Iceland,Georgia,2021,5,0,5,0,100000
Iceland,Honduras,2021,12,0,12,0,240000
Iceland,Iran (Islamic Rep. of),2021,92,0,92,0,1840000
Iceland,Iraq,2021,303,0,303,0,6060000
Iceland,Kazakhstan,2021,5,0,5,0,100000
Iceland,Kenya,2021,5,0,5,0,100000
Iceland,Libya,2021,13,0,13,0,260000
Iceland,Mali,2021,5,0,5,0,100000
Iceland,Morocco,2021,8,0,8,0,160000
Iceland,Mozambique,2021,5,0,5,0,100000
Iceland,Nigeria,2021,65,0,65,0,1300000
Iceland,North Macedonia,2021,5,0,5,0,100000
Iceland,Pakistan,2021,22,0,22,0,440000
Iceland,Peru,2021,5,0,5,0,100000
Iceland,Russian Federation,2021,19,0,19,0,380000
Iceland,Senegal,2021,5,0,5,0,100000
Iceland,Somalia,2021,86,0,86,0,1720000
Iceland,South Sudan,2021,5,0,5,0,100000
Iceland,Sri Lanka,2021,5,0,5,0,100000
Iceland,State of Palestine,2021,97,0,97,0,1940000
Iceland,Stateless,2021,20,0,20,0,400000
Iceland,Sudan,2021,7,0,7,0,140000
Iceland,Syrian Arab Rep.,2021,169,0,169,0,3380000
Iceland,Tajikistan,2021,5,0,5,0,100000
Iceland,Tunisia,2021,5,0,5,0,100000
Iceland,Turkey,2021,10,0,10,0,200000
Iceland,Uganda,2021,15,0,15,0,300000
Iceland,Ukraine,2021,19,0,19,0,380000
Iceland,Unknown/other,2021,12,0,12,0,240000
Iceland,Venezuela (Bolivarian Republic of),2021,294,0,294,0,5880000
Iceland,Yemen,2021,11,0,11,0,220000
Mexico,Afghanistan,2021,5,0,5,0,100000
India,Bangladesh,2021,8,8,8,8,160000
India,China,2021,73407,5,73407,5,1468140000
India,"Congo, Republic of",2021,8,8,8,8,160000
India,Côte d'Ivoire,2021,5,5,5,5,100000
India,Dem. Rep. of the Congo,2021,48,48,48,48,960000
India,Eritrea,2021,13,13,13,13,260000
India,Ethiopia,2021,16,16,16,16,320000
India,Iran (Islamic Rep. of),2021,48,48,48,48,960000
India,Iraq,2021,153,153,153,153,3060000
India,Libya,2021,8,8,8,8,160000
India,Maldives,2021,5,5,5,5,100000
India,Myanmar,2021,20325,20325,20325,20325,406500000
India,Rwanda,2021,5,5,5,5,100000
India,Saudi Arabia,2021,5,5,5,5,100000
India,Somalia,2021,510,510,510,510,10200000
India,Sri Lanka,2021,92885,0,92885,0,1857700000
India,State of Palestine,2021,59,59,59,59,1180000
India,Sudan,2021,63,63,63,63,1260000
India,Syrian Arab Rep.,2021,71,71,71,71,1420000
India,Turkey,2021,5,5,5,5,100000
India,Venezuela (Bolivarian Republic of),2021,5,5,5,5,100000
India,Yemen,2021,5,5,5,5,100000
Netherlands,Afghanistan,2021,4980,0,4980,0,99600000
Indonesia,Angola,2021,7,0,7,0,140000
Indonesia,China,2021,11,0,11,0,220000
Indonesia,Dem. Rep. of the Congo,2021,10,0,10,0,200000
Indonesia,Egypt,2021,18,0,18,0,360000
Indonesia,Eritrea,2021,125,0,125,0,2500000
Indonesia,Ethiopia,2021,133,0,133,0,2660000
Indonesia,Iran (Islamic Rep. of),2021,307,0,307,0,6140000
Indonesia,Iraq,2021,510,0,510,0,10200000
Indonesia,Jordan,2021,5,0,5,0,100000
Indonesia,Kuwait,2021,9,0,9,0,180000
Indonesia,Libya,2021,15,0,15,0,300000
Indonesia,Myanmar,2021,476,0,476,0,9520000
Indonesia,Pakistan,2021,284,0,284,0,5680000
Indonesia,Russian Federation,2021,5,0,5,0,100000
Indonesia,Somalia,2021,1151,0,1151,0,23020000
Indonesia,Sri Lanka,2021,399,0,399,0,7980000
Indonesia,State of Palestine,2021,258,0,258,0,5160000
Indonesia,Sudan,2021,416,0,416,0,8320000
Indonesia,Syrian Arab Rep.,2021,24,0,24,0,480000
Indonesia,Uganda,2021,5,0,5,0,100000
Indonesia,Viet Nam,2021,20,0,20,0,400000
Indonesia,Yemen,2021,96,0,96,0,1920000
New Zealand,Afghanistan,2021,67,0,67,0,1340000
Iran (Islamic Rep. of),Iraq,2021,20000,20000,20000,20000,400000000
Iran (Islamic Rep. of),Kuwait,2021,8,8,8,8,160000
Iran (Islamic Rep. of),Pakistan,2021,10,10,10,10,200000
Iran (Islamic Rep. of),Uzbekistan,2021,7,7,7,7,140000
North Macedonia,Afghanistan,2021,6,0,6,0,120000
Iraq,Eritrea,2021,5,5,5,5,100000
Iraq,Iran (Islamic Rep. of),2021,4999,4999,4999,4999,99980000
Iraq,Somalia,2021,6,6,6,6,120000
Iraq,State of Palestine,2021,7881,7881,7881,7881,157620000
Iraq,Sudan,2021,89,89,89,89,1780000
Iraq,Syrian Arab Rep.,2021,245952,245952,245952,245952,4919040000
Iraq,Turkey,2021,13272,13272,13272,13272,265440000
Norway,Afghanistan,2021,3669,0,3669,0,73380000
Ireland,Albania,2021,199,0,199,0,3980000
Ireland,Algeria,2021,65,0,65,0,1300000
Ireland,Angola,2021,53,0,53,0,1060000
Ireland,Armenia,2021,14,0,14,0,280000
Ireland,Azerbaijan,2021,5,0,5,0,100000
Ireland,Bahrain,2021,6,0,6,0,120000
Ireland,Bangladesh,2021,98,0,98,0,1960000
Ireland,Belarus,2021,19,0,19,0,380000
Ireland,Benin,2021,5,0,5,0,100000
Ireland,Bhutan,2021,11,0,11,0,220000
Ireland,Bolivia (Plurinational State of),2021,24,0,24,0,480000
Ireland,Bosnia and Herzegovina,2021,5,0,5,0,100000
Ireland,Botswana,2021,12,0,12,0,240000
Ireland,Brazil,2021,20,0,20,0,400000
Ireland,Burundi,2021,28,0,28,0,560000
Ireland,Cameroon,2021,103,0,103,0,2060000
Ireland,Chad,2021,5,0,5,0,100000
Ireland,China,2021,70,0,70,0,1400000
Ireland,"Congo, Republic of",2021,14,0,14,0,280000
Ireland,Côte d'Ivoire,2021,17,0,17,0,340000
Ireland,Cuba,2021,5,0,5,0,100000
Ireland,Dem. People's Rep. of Korea,2021,8,0,8,0,160000
Ireland,Dem. Rep. of the Congo,2021,459,0,459,0,9180000
Ireland,Egypt,2021,45,0,45,0,900000
Ireland,El Salvador,2021,15,0,15,0,300000
Ireland,Eritrea,2021,87,5,87,5,1740000
Ireland,Eswatini,2021,19,0,19,0,380000
Ireland,Ethiopia,2021,37,0,37,0,740000
Ireland,Georgia,2021,146,0,146,0,2920000
Ireland,Ghana,2021,32,0,32,0,640000
Ireland,Guatemala,2021,5,0,5,0,100000
Ireland,Guinea,2021,19,0,19,0,380000
Ireland,India,2021,15,0,15,0,300000
Ireland,Indonesia,2021,5,0,5,0,100000
Ireland,Iran (Islamic Rep. of),2021,161,0,161,0,3220000
Ireland,Iraq,2021,426,0,426,0,8520000
Ireland,Israel,2021,12,0,12,0,240000
Ireland,Jordan,2021,6,0,6,0,120000
Ireland,Kazakhstan,2021,18,0,18,0,360000
Ireland,Kenya,2021,49,0,49,0,980000
Ireland,Kuwait,2021,52,0,52,0,1040000
Ireland,Kyrgyzstan,2021,5,0,5,0,100000
Ireland,Lebanon,2021,9,0,9,0,180000
Ireland,Liberia,2021,13,0,13,0,260000
Ireland,Libya,2021,249,0,249,0,4980000
Ireland,Malawi,2021,130,0,130,0,2600000
Ireland,Malaysia,2021,9,0,9,0,180000
Ireland,Mali,2021,7,0,7,0,140000
Ireland,Mauritius,2021,20,0,20,0,400000
Ireland,Mexico,2021,9,0,9,0,180000
Ireland,Mongolia,2021,8,0,8,0,160000
Ireland,Montenegro,2021,5,0,5,0,100000
Ireland,Morocco,2021,12,0,12,0,240000
Ireland,Mozambique,2021,5,0,5,0,100000
Ireland,Myanmar,2021,13,6,13,6,260000
Ireland,Nepal,2021,9,0,9,0,180000
Ireland,Nicaragua,2021,9,0,9,0,180000
Ireland,Niger,2021,5,0,5,0,100000
Ireland,Nigeria,2021,368,0,368,0,7360000
Ireland,Pakistan,2021,382,0,382,0,7640000
Ireland,Rep. of Moldova,2021,54,0,54,0,1080000
Ireland,Russian Federation,2021,82,0,82,0,1640000
Ireland,Rwanda,2021,39,0,39,0,780000
Ireland,Saudi Arabia,2021,16,0,16,0,320000
Ireland,Serbia and Kosovo: S/RES/1244 (1999),2021,61,0,61,0,1220000
Ireland,Sierra Leone,2021,57,0,57,0,1140000
Ireland,Somalia,2021,318,0,318,0,6360000
Ireland,South Africa,2021,136,0,136,0,2720000
Ireland,Sri Lanka,2021,24,0,24,0,480000
Ireland,State of Palestine,2021,138,0,138,0,2760000
Ireland,Stateless,2021,7,0,7,0,140000
Ireland,Sudan,2021,221,0,221,0,4420000
Ireland,Syrian Arab Rep.,2021,3195,16,3195,16,63900000
Ireland,Togo,2021,21,0,21,0,420000
Ireland,Tunisia,2021,7,0,7,0,140000
Ireland,Turkey,2021,18,0,18,0,360000
Ireland,Uganda,2021,41,0,41,0,820000
Ireland,Ukraine,2021,85,0,85,0,1700000
Ireland,Uzbekistan,2021,17,0,17,0,340000
Ireland,Venezuela (Bolivarian Republic of),2021,116,0,116,0,2320000
Ireland,Viet Nam,2021,7,0,7,0,140000
Ireland,Yemen,2021,20,0,20,0,400000
Ireland,Zambia,2021,5,0,5,0,100000
Ireland,Zimbabwe,2021,644,0,644,0,12880000
Israel,Belarus,2021,5,0,5,0,100000
Israel,Chad,2021,5,0,5,0,100000
Israel,Côte d'Ivoire,2021,7,0,7,0,140000
Israel,Dem. People's Rep. of Korea,2021,5,0,5,0,100000
Israel,Eritrea,2021,217,0,217,0,4340000
Israel,Ethiopia,2021,103,0,103,0,2060000
Israel,Georgia,2021,5,0,5,0,100000
Israel,Iran (Islamic Rep. of),2021,6,0,6,0,120000
Israel,Iraq,2021,10,0,10,0,200000
Israel,Nigeria,2021,8,0,8,0,160000
Israel,Russian Federation,2021,5,0,5,0,100000
Israel,Sierra Leone,2021,5,0,5,0,100000
Israel,South Sudan,2021,72,0,72,0,1440000
Israel,Sudan,2021,1166,0,1166,0,23320000
Israel,Turkey,2021,5,0,5,0,100000
Israel,Ukraine,2021,27,0,27,0,540000
Israel,Unknown/other,2021,209,0,209,0,4180000
Philippines,Afghanistan,2021,9,0,9,0,180000
Italy,Albania,2021,693,0,693,0,13860000
Italy,Algeria,2021,10,0,10,0,200000
Italy,Angola,2021,5,0,5,0,100000
Italy,Argentina,2021,5,0,5,0,100000
Italy,Armenia,2021,213,0,213,0,4260000
Italy,Bangladesh,2021,4621,0,4621,0,92420000
Italy,Belarus,2021,8,0,8,0,160000
Italy,Benin,2021,158,0,158,0,3160000
Italy,Bolivia (Plurinational State of),2021,5,0,5,0,100000
Italy,Bosnia and Herzegovina,2021,29,0,29,0,580000
Italy,Brazil,2021,251,0,251,0,5020000
Italy,Burkina Faso,2021,707,0,707,0,14140000
Italy,Burundi,2021,5,0,5,0,100000
Italy,Cameroon,2021,1602,0,1602,0,32040000
Italy,Chile,2021,7,0,7,0,140000
Italy,China,2021,418,0,418,0,8360000
Italy,Colombia,2021,793,0,793,0,15860000
Italy,"Congo, Republic of",2021,318,0,318,0,6360000
Italy,Côte d'Ivoire,2021,4125,0,4125,0,82500000
Italy,Cuba,2021,20,0,20,0,400000
Italy,Dem. Rep. of the Congo,2021,705,0,705,0,14100000
Italy,Dominican Rep.,2021,5,0,5,0,100000
Italy,Ecuador,2021,5,0,5,0,100000
Italy,Egypt,2021,810,0,810,0,16200000
Italy,El Salvador,2021,3296,0,3296,0,65920000
Italy,Eritrea,2021,3370,0,3370,0,67400000
Italy,Ethiopia,2021,998,0,998,0,19960000
Italy,Gambia,2021,5845,0,5845,0,116900000
Italy,Georgia,2021,461,0,461,0,9220000
Italy,Ghana,2021,2589,0,2589,0,51780000
Italy,Guatemala,2021,9,0,9,0,180000
Italy,Guinea,2021,2375,0,2375,0,47500000
Italy,Guinea-Bissau,2021,447,0,447,0,8940000
Italy,Honduras,2021,398,0,398,0,7960000
Italy,India,2021,231,0,231,0,4620000
Italy,Iran (Islamic Rep. of),2021,1311,0,1311,0,26220000
Italy,Iraq,2021,5079,0,5079,0,101580000
Italy,Jordan,2021,5,0,5,0,100000
Italy,Kenya,2021,8,0,8,0,160000
Italy,Lebanon,2021,5,0,5,0,100000
Italy,Liberia,2021,329,0,329,0,6580000
Italy,Libya,2021,1114,0,1114,0,22280000
Italy,Mali,2021,10609,0,10609,0,212180000
Italy,Mauritania,2021,277,0,277,0,5540000
Italy,Morocco,2021,779,0,779,0,15580000
Italy,Nepal,2021,8,0,8,0,160000
Italy,Nicaragua,2021,5,0,5,0,100000
Italy,Niger,2021,467,0,467,0,9340000
Italy,Nigeria,2021,19441,0,19441,0,388820000
Italy,North Macedonia,2021,6,0,6,0,120000
